entry,bandgap_energy_ev,dataset,formation_energy_ev_natom,id,lattice_angle_alpha_degree,lattice_angle_beta_degree,lattice_angle_gamma_degree,lattice_vector_1_ang,lattice_vector_2_ang,lattice_vector_3_ang,number_of_total_atoms,percent_atom_al,percent_atom_ga,percent_atom_in,spacegroup
1596,1.5048,train,0.0559,1597,89.9955,90.0015,119.9897,6.6384,6.6382,24.541,80,0,0.6562,0.3438,194
1597,0.6571,train,0.3614,1598,90.0164,90.0035,120.0024,6.0606,6.0597,14.2905,40,0.375,0.3125,0.3125,227
1598,2.6632,train,0.1895,1599,89.9916,90.0086,120.0016,5.1313,5.131,13.8018,30,0.5833,0,0.4167,167
1599,1.1529,train,0.1436,1600,89.9992,89.9993,120.0008,10.8108,5.4049,14.3731,60,0,0.3333,0.6667,167
1600,1.1371,train,0.1663,1601,89.9986,89.9985,90.0001,5.4342,9.2724,9.8933,40,0,0.4375,0.5625,33
1601,2.5166,train,0.2275,1602,89.9929,90.0076,120.0013,5.1087,5.1084,13.7499,30,0.5,0.1667,0.3333,167
1602,1.6984,train,0.2162,1603,89.9948,90.0043,120.0014,5.3228,5.3224,14.2068,30,0.3333,0,0.6667,167
1603,2.0398,train,0.2241,1604,90.015,89.9831,120.0036,5.8193,5.8195,14.2478,40,0.5,0.5,0,227
1604,0.7962,train,0.2299,1605,90.0002,89.9965,90.0002,11.1858,9.5098,10.1346,80,0.0625,0.0625,0.875,33
1605,1.3073,train,0.1748,1606,90.0006,90.001,89.9993,9.9639,9.9637,9.964,80,0.25,0,0.75,206
1606,1.8512,train,0.2002,1607,90.0027,90.0028,89.9969,9.6183,9.6181,9.6181,80,0.2812,0.3438,0.375,206
1607,0.9887,train,0.2927,1608,90.0078,90.0018,119.9906,6.6456,6.6452,24.5204,80,0.1875,0.375,0.4375,194
1608,3.5717,train,0.1136,1609,91.4195,91.4876,30.1754,9.7701,5.6466,13.7808,40,0.9375,0.0625,0,227
1609,3.4606,train,0.1049,1610,90.0042,90.0044,89.9963,9.168,9.1675,9.1675,80,0.5625,0.4375,0,206
1610,2.5579,train,0.2334,1611,90.0045,90.0013,90.0008,5.1348,8.7886,9.4187,40,0.6875,0,0.3125,33
1611,1.5105,train,0.3252,1612,90.8826,91.0232,30.3092,10.2109,5.9138,14.5582,40,0.625,0.0625,0.3125,227
1612,1.2706,train,0.1798,1613,90.0009,90.0012,89.9989,9.9493,9.9491,9.9494,80,0.2188,0.0625,0.7188,206
1613,3.2051,train,0.1015,1614,90.0024,90.0022,90.0016,10.0015,8.59,9.2159,80,0.5938,0.375,0.0312,33
1614,3.1894,train,0.1009,1615,90.0047,90.0046,89.9954,9.2204,9.22,9.2199,80,0.4375,0.5625,0,206
1615,1.5483,train,0.14,1616,90.0042,90.0036,89.9946,9.6807,9.6808,9.6804,80,0,0.6875,0.3125,206
1616,0.974,train,0.0439,1617,90.001,90.0009,89.9985,10.1795,10.1795,10.1797,80,0,0.125,0.875,206
1617,2.4217,train,0.0234,1618,89.9998,103.7468,90.0001,12.3309,3.049,5.826,20,0.25,0.75,0,12
1618,2.355,train,0.2744,1619,90.0147,90.007,119.9966,3.2038,3.2037,12.022,10,0.5,0.25,0.25,194
1619,1.7282,train,0.1196,1620,89.9999,104.8685,90.0001,24.5221,6.3164,6.236,80,0.2812,0.3125,0.4062,12
1620,1.335,train,0.175,1621,90.0018,90.0019,89.9978,9.8515,9.8514,9.8515,80,0.1875,0.2188,0.5938,206
1621,1.1479,train,0.3794,1622,90.9038,91.0482,30.3148,10.2374,5.9295,14.5988,40,0.5625,0.125,0.3125,227
1622,1.1781,train,0.3077,1623,89.9999,105.048,90.0001,24.4406,6.3336,6.2876,80,0.3438,0.1875,0.4688,12
1623,1.0074,train,0.0668,1624,90.0008,90.0008,89.9989,10.1533,10.1533,10.1535,80,0.0625,0.0625,0.875,206
1624,2.8305,train,0.2042,1625,90.003,90.0035,89.9974,9.3065,9.3061,9.3062,80,0.5625,0.2812,0.1562,206
1625,1.8864,train,0.2315,1626,90.0025,90.0008,90.0007,10.4066,8.902,9.5287,80,0.4688,0.1875,0.3438,33
1626,1.3346,train,0.2661,1627,90.0019,89.9989,90.0004,10.7916,9.2003,9.827,80,0.3125,0.0625,0.625,33
1627,1.4626,train,0.1472,1628,89.9985,90.0006,120.0008,5.3415,5.341,14.2381,30,0.0833,0.3333,0.5833,167
1628,2.0873,train,0.2067,1629,90.0016,90.001,90.0008,10.3665,8.8745,9.4996,80,0.4062,0.3125,0.2812,33
1629,0.678,train,0.4535,1630,90.0104,90.0033,119.9913,6.6253,6.625,24.4733,80,0.25,0.3125,0.4375,194
1630,2.8048,train,0.2065,1631,90.0043,90.0018,90.001,10.1164,8.6712,9.3008,80,0.7188,0.0938,0.1875,33
1631,1.3817,train,0.1288,1632,90.0034,90.003,89.9955,9.7916,9.7916,9.7914,80,0,0.5625,0.4375,206
1632,1.426,train,0.1336,1633,89.9977,90.0001,90.0006,5.2955,9.0627,9.6812,40,0,0.6875,0.3125,33
1633,0.9877,train,0.2327,1634,90.0009,89.9982,90.0003,10.9194,9.3026,9.9277,80,0.1875,0.125,0.6875,33
1634,1.5873,train,0.2103,1635,90.0008,90.0013,89.9993,9.8415,9.8412,9.8416,80,0.3438,0,0.6562,206
1635,2.3498,train,0.1461,1636,91.2372,91.4362,30.6131,9.9165,5.7612,14.2456,40,0.375,0.625,0,227
1636,0.4889,train,0.2544,1637,90,89.9902,119.9919,6.4665,6.4666,15.6067,40,0,0.1875,0.8125,227
1637,0.9376,train,0.2974,1638,90.0115,90.0041,119.9916,6.6153,6.615,24.4498,80,0.2812,0.2812,0.4375,194
1638,1.3933,train,0.1861,1639,90.0001,104.643,90.0001,24.7335,6.3348,6.2101,80,0.0938,0.5625,0.3438,12
1639,2.0763,train,0.1314,1640,89.9999,90.0014,90.0012,10.2863,8.8194,9.4413,80,0.2812,0.5625,0.1562,33
1640,2.8419,train,0.2222,1641,89.9916,90.0089,120.0015,5.0881,5.0878,13.7084,30,0.5833,0.0833,0.3333,167
1641,0.9538,train,0.054,1642,90.0004,90.0005,89.9994,10.2087,10.2087,10.209,80,0.0625,0,0.9375,206
1642,2.1993,train,0.1561,1643,89.9998,104.4912,90.0001,24.4659,6.2023,6.0565,80,0.375,0.375,0.25,12
1643,3.2621,train,0.1053,1644,90.0045,90.0046,89.9956,9.2073,9.2069,9.2068,80,0.4688,0.5312,0,206
1644,1.962,train,0.3551,1645,90.9458,91.0978,30.3261,10.2905,5.961,14.6799,40,0.4375,0.25,0.3125,227
1645,1.7542,train,0.1784,1646,89.9993,90.0008,90.0008,10.4341,8.9355,9.5566,80,0.1875,0.5625,0.25,33
1646,3.2804,train,0.2939,1647,89.9888,90.0119,120.0017,5.0036,5.0034,13.5318,30,0.75,0,0.25,167
1647,1.3406,train,0.0007,1648,90.0002,104.8531,90.0001,24.8062,6.4139,6.3254,80,0,0.5625,0.4375,12
1648,3.2134,train,0.2025,1649,90.0171,89.9982,120.0036,6.1557,6.1554,23.5583,80,0.7188,0.2812,0,194
1649,3.0406,train,0.2437,1650,90.0016,90.0026,89.9993,9.3111,9.3105,9.3108,80,0.75,0,0.25,206
1650,2.0346,train,0.1332,1651,89.9998,104.4804,90.0001,24.4984,6.2112,6.0629,80,0.3438,0.4062,0.25,12
1651,3.1669,train,0.098,1652,91.7885,91.7567,30.1664,9.8046,5.6614,13.84,40,0.875,0.125,0,227
1652,2.5703,train,0.2144,1653,90.0172,89.9994,119.9997,6.252,6.252,23.7931,80,0.4062,0.5938,0,194
1653,3.4672,train,0.0682,1654,89.9938,90.0075,120.0007,4.9566,4.9562,13.4178,30,0.4167,0.5833,0,167
1654,1.764,train,0.2634,1655,90.0009,90.0016,89.9993,9.7191,9.7187,9.7191,80,0.4375,0,0.5625,206
1655,2.6176,train,0.0785,1656,90.0058,90.0051,89.9935,9.3382,9.3381,9.3376,80,0.1562,0.8438,0,206
1656,0.9838,train,0.1869,1657,90.0033,89.9972,119.9883,6.7557,6.7554,24.7352,80,0.0625,0.4062,0.5312,194
1657,0.9228,train,0.2243,1658,96.5333,97.7001,31.8636,10.0304,5.9054,14.7279,40,0.1875,0.5,0.3125,227
1658,2.5291,train,0.1669,1659,90.0038,90.0038,89.9961,9.3851,9.3848,9.3847,80,0.375,0.4688,0.1562,206
1659,2.2763,train,0.2686,1660,90.0171,90.0009,119.9997,6.2688,6.2686,23.8029,80,0.5,0.4375,0.0625,194
1660,1.444,train,0.2331,1661,90.0156,90.002,119.9984,6.3115,6.3113,23.8901,80,0.4375,0.4688,0.0938,194
1661,2.6299,train,0.1894,1662,90.0035,90.0037,89.9965,9.3589,9.3586,9.3585,80,0.4375,0.4062,0.1562,206
1662,1.5454,train,0.175,1663,90.8868,91.0199,29.7274,10.1488,5.8435,14.2521,40,0.3125,0.6875,0,227
1663,4.9837,train,0.08,1664,90.0025,90.0037,89.9992,8.9978,8.997,8.9973,80,0.9688,0.0312,0,206
1664,2.994,train,0.04,1665,90.0008,90.0022,90.0018,5.02,8.626,9.2491,40,0.4375,0.5625,0,33
1665,0.922,train,0.2441,1666,90.0008,89.9967,90.0004,5.5783,9.4849,10.1107,40,0.125,0,0.875,33
1666,1.1324,train,0.105,1667,90.0022,90.0019,89.997,9.9855,9.9855,9.9855,80,0,0.3438,0.6562,206
1667,1.3586,train,0.1451,1668,90.0001,105.2272,90.0001,24.5783,6.4305,6.4158,80,0.1875,0.25,0.5625,12
1668,2.3938,train,0.1854,1669,89.9941,90.006,120.0012,5.1726,5.1722,13.8849,30,0.4167,0.1667,0.4167,167
1669,1.7828,train,0.1617,1670,96.3492,95.2233,30.1346,10.2972,5.898,14.6784,40,0.1875,0.6875,0.125,227
1670,1.7255,train,0.2892,1671,90.0113,90.0036,119.9954,6.4205,6.4203,24.1047,80,0.3125,0.5,0.1875,194
1671,3.5584,train,0.1073,1672,90.004,90.0043,89.9965,9.1549,9.1544,9.1544,80,0.5938,0.4062,0,206
1672,3.673,train,0.0663,1673,89.9923,90.0089,120.0009,4.936,4.9356,13.3762,30,0.5,0.5,0,167
1673,3.7024,train,0.0593,1674,89.9923,90.0089,120.0009,4.936,4.9356,13.3762,30,0.5,0.5,0,167
1674,0.9824,train,0.0317,1675,90.0006,90.0006,89.9992,10.2218,10.2218,10.2221,80,0.0312,0.0312,0.9375,206
1675,2.6478,train,0.2787,1676,90.0183,89.9988,120.0005,6.2323,6.2322,23.7461,80,0.4688,0.5312,0,194
1676,2.6582,train,0.1215,1677,90.0165,89.9999,119.9993,6.2619,6.2619,23.8166,80,0.375,0.625,0,194
1677,1.9586,train,0.1849,1678,90.0007,90.0008,90.0008,10.4103,8.9118,9.5354,80,0.3125,0.4062,0.2812,33
1678,1.0008,train,0.0628,1679,90.0013,90.0012,89.9981,10.1241,10.1241,10.1242,80,0,0.1875,0.8125,206
1679,1.3075,train,0.4094,1680,90.014,90.0071,119.9949,6.4734,6.4731,24.1714,80,0.4375,0.25,0.3125,194
1680,1.0096,train,0.0959,1681,89.9988,89.998,90,5.4688,9.3249,9.9463,40,0,0.375,0.625,33
1681,2.8344,train,0.0793,1682,90.0054,90.0049,89.9941,9.2989,9.2987,9.2984,80,0.25,0.75,0,206
1682,1.5473,train,0.2754,1683,90.0017,89.9999,90.0005,10.6037,9.0567,9.6825,80,0.3438,0.1875,0.4688,33
1683,1.8352,train,0.3035,1684,98.3259,99.8004,31.7301,9.8958,5.8174,14.5954,40,0.5625,0.125,0.3125,227
1684,3.5134,train,0.1279,1685,89.9886,90.0123,120.0016,4.9604,4.9602,13.4383,30,0.75,0.0833,0.1667,167
1685,1.0218,train,0.2921,1686,90.0001,105.5367,90.0001,24.5128,6.4916,6.5381,80,0.2188,0.0938,0.6875,12
1686,1.8588,train,0.1284,1687,89.9999,104.6359,90.0001,24.5144,6.2551,6.1334,80,0.3125,0.375,0.3125,12
1687,1.2184,train,0.1202,1688,90.0027,90.0023,89.9964,9.9024,9.9024,9.9023,80,0,0.4375,0.5625,206
1688,0.3953,train,0.377,1689,89.9993,89.9909,119.9919,6.4494,6.4494,15.5693,40,0.0625,0.125,0.8125,227
1689,1.4614,train,0.2199,1690,91.3094,91.4994,29.777,10.1177,5.8283,14.2074,40,0.5,0.4375,0.0625,227
1690,3.5851,train,0.0875,1691,90.8902,91.0311,30.4909,9.7037,5.6305,13.8823,40,0.9375,0.0625,0,227
1691,0.6954,train,0.2485,1692,90.0003,89.997,90.0002,11.1019,9.4449,10.0696,80,0.0938,0.0938,0.8125,33
1692,2.9888,train,0.167,1693,89.9927,90.0082,120.0011,5.0223,5.022,13.5631,30,0.5,0.3333,0.1667,167
1693,3.4833,train,0.1117,1694,89.9991,104.3267,90.0002,11.9897,2.9951,5.8262,20,0.875,0,0.125,12
1694,1.6204,train,0.2902,1695,89.9948,90.0043,120.0014,5.3228,5.3224,14.2068,30,0.3333,0,0.6667,167
1695,0.9141,train,0.145,1696,90.0006,90.0008,89.9993,10.0455,10.0454,10.0457,80,0.1875,0,0.8125,206
1696,2.4487,train,0.0502,1697,89.9983,90.002,90.002,5.0784,8.7257,9.3445,40,0.1875,0.8125,0,33
1697,0.9363,train,0.0516,1698,90.0007,90.0007,89.9989,10.1941,10.1941,10.1943,80,0.0312,0.0625,0.9062,206
1698,1.6494,train,0.2471,1699,89.9962,90.0031,120.0011,5.3002,5.2998,14.155,30,0.25,0.1667,0.5833,167
1699,3.49,train,0.0664,1700,89.9938,90.0075,120.0007,4.9566,4.9562,13.4178,30,0.4167,0.5833,0,167
1700,1.5055,train,0.3351,1701,90.0128,90.0053,119.9947,6.4699,6.4696,24.1782,80,0.375,0.3438,0.2812,194
1701,2.6979,train,0.0441,1702,89.9997,103.7911,90.0002,12.2659,3.0312,5.8004,20,0.375,0.625,0,12
1702,3.522,train,0.1278,1703,90.0051,90.0022,90.0011,9.954,8.5427,9.1735,80,0.8438,0.0625,0.0938,33
1703,3.9737,train,0.0492,1704,89.9909,90.0103,120.0011,4.9153,4.915,13.3346,30,0.5833,0.4167,0,167
1704,3.7245,train,0.0504,1705,90.0038,90.0023,90.0015,4.9469,8.5014,9.1298,40,0.75,0.25,0,33
1705,2.8447,train,0.2303,1706,90.0189,89.9981,120.0017,6.2031,6.203,23.6756,80,0.5625,0.4375,0,194
1706,3.4758,train,0.1052,1707,90.0042,90.0044,89.9963,9.168,9.1675,9.1675,80,0.5625,0.4375,0,206
1707,1.7188,train,0.0167,1708,90.0002,104.1052,90.0001,24.8804,6.2565,6.037,80,0,0.8438,0.1562,12
1708,2.9494,train,0.1679,1709,90.0043,90.0018,90.001,10.1164,8.6712,9.3008,80,0.7188,0.0938,0.1875,33
1709,2.0043,train,0.1205,1710,90.0006,90.0001,120,5.1462,5.1456,13.8125,30,0,0.8333,0.1667,167
1710,2.3772,train,0.1565,1711,90.6895,90.7985,30.2545,10.0109,5.7947,14.0043,40,0.4375,0.5625,0,227
1711,1.2929,train,0.1718,1712,90.0018,90.0019,89.9978,9.8515,9.8514,9.8515,80,0.1875,0.2188,0.5938,206
1712,2.3356,train,0.2332,1713,90.0156,90.0003,119.9989,6.2719,6.2719,23.8401,80,0.3438,0.6562,0,194
1713,2.457,train,0.4259,1714,84.2297,83.2797,30.8756,10.0042,5.8035,14.1337,40,0.75,0,0.25,227
1714,2.3553,train,0.2761,1715,90.0145,90.0009,119.9984,6.282,6.282,23.8637,80,0.3125,0.6875,0,194
1715,1.5434,train,0.3976,1716,90.0048,89.9942,119.9996,5.8004,5.8001,13.9365,40,0.875,0,0.125,227
1716,1.7178,train,0.2022,1717,96.8288,98.047,31.8421,10.0078,5.8906,14.7054,40,0.25,0.4375,0.3125,227
1717,2.6232,train,0.1297,1718,98.792,100.3198,31.4219,9.6869,5.6757,14.3848,40,0.75,0.125,0.125,227
1718,1.9692,train,0.1583,1719,89.9998,104.5748,90.0001,24.4576,6.2198,6.0886,80,0.375,0.3438,0.2812,12
1719,3.1032,train,0.1722,1720,90.008,89.9898,120.004,5.6994,5.6995,13.986,40,0.9375,0.0625,0,227
1720,1.9254,train,0.1491,1721,90.0088,90.0037,119.9938,3.2434,3.2433,12.1161,10,0.25,0.5,0.25,194
1721,1.3762,train,0.2897,1722,90.0013,89.9994,90.0004,10.7022,9.1341,9.7594,80,0.2812,0.1875,0.5312,33
1722,2.1178,train,0.2772,1723,90.6631,90.7674,30.2654,9.9158,5.7402,14.1261,40,0.875,0,0.125,227
1723,1.8653,train,0.0719,1724,89.9969,90.0011,90.0013,5.1916,8.9053,9.5221,40,0,0.875,0.125,33
1724,1.4059,train,0.1396,1725,90.0002,104.362,90.0001,12.4279,3.1545,6.1331,20,0,0.75,0.25,12
1725,2.8399,train,0.1115,1726,90.0017,90.002,90.0015,10.08,8.6535,9.2782,80,0.5,0.4375,0.0625,33
1726,3.7366,train,0.2323,1727,90.0099,90.0003,120.0058,6.1007,6.1003,23.4176,80,0.9062,0.0938,0,194
1727,4.003,train,0.0952,1728,90.0035,90.0041,89.9974,9.1025,9.1019,9.1021,80,0.7188,0.2812,0,206
1728,4.5109,train,0.0367,1729,89.9879,90.0131,120.0014,9.7481,4.8738,13.2515,60,0.75,0.25,0,167
1729,1.0982,train,0.256,1730,90.0002,104.8741,90.0001,24.7412,6.3961,6.3127,80,0.0625,0.5,0.4375,12
1730,1.1983,train,0.0293,1731,90.0002,89.9948,119.9874,6.7995,6.7991,24.8226,80,0,0.4375,0.5625,194
1731,2.8925,train,0.2057,1732,90.5424,90.6241,29.7608,9.8659,5.6826,13.8649,40,0.9375,0.0625,0,227
1732,2.4819,train,0.2561,1733,90.0014,90.0023,89.9993,9.4335,9.433,9.4333,80,0.6562,0,0.3438,206
1733,3.2181,train,0.109,1734,90.0045,90.0046,89.9956,9.2073,9.2069,9.2068,80,0.4688,0.5312,0,206
1734,1.5573,train,0.1109,1735,89.9948,90.0039,119.9908,6.5694,6.5693,24.4204,80,0,0.75,0.25,194
1735,3.1679,train,0.0366,1736,89.9993,103.8918,90.0002,24.2396,5.9824,5.7428,80,0.6562,0.3438,0,12
1736,2.1728,train,0.144,1737,90.0009,90.001,90.0009,10.361,8.8732,9.4969,80,0.3438,0.4062,0.25,33
1737,1.7528,train,0.053,1738,89.9974,90.0004,90.0008,5.2609,9.0102,9.6281,40,0,0.75,0.25,33
1738,2.2191,train,0.1726,1739,95.3384,94.4922,30.1536,10.193,5.8514,14.4955,40,0.375,0.5,0.125,227
1739,2.5809,train,0.2226,1740,90.0039,90.0015,90.0009,10.2149,8.7486,9.3777,80,0.6562,0.0938,0.25,33
1740,0.8995,train,0.2976,1741,91.1993,91.392,30.5998,9.8929,5.7466,14.2053,40,0.4375,0.1875,0.375,227
1741,1.3917,train,0.3051,1742,90.0143,90.0075,119.9933,6.5526,6.5522,24.3155,80,0.4062,0.1875,0.4062,194
1742,0.7643,train,0.2518,1743,90.0032,89.9945,119.9874,6.8122,6.8117,24.8393,80,0.0312,0.375,0.5938,194
1743,1.6873,train,0.3538,1744,90.0128,90.0053,119.9947,6.4699,6.4696,24.1782,80,0.375,0.3438,0.2812,194
1744,2.4236,train,0.1798,1745,90.0019,90.0015,90.001,10.2333,8.7709,9.3962,80,0.4688,0.3438,0.1875,33
1745,1.4301,train,0.2064,1746,89.997,90.0018,120.0011,5.3641,5.3636,14.29,30,0.1667,0.1667,0.6667,167
1746,1.5641,train,0.262,1747,90.0025,89.9991,90.0005,5.3812,9.1754,9.8031,40,0.375,0,0.625,33
1747,1.7766,train,0.132,1748,90.0005,89.9999,120.0001,10.3787,5.1888,13.9059,60,0,0.75,0.25,167
1748,0.9067,train,0.2103,1749,89.9988,89.998,90,5.4688,9.3249,9.9463,40,0,0.375,0.625,33
1749,1.1094,train,0.2102,1750,90.0017,89.9988,119.989,6.7097,6.7093,24.6548,80,0.0625,0.4688,0.4688,194
1750,2.6644,train,0.2456,1751,90.0187,89.9985,120.0009,3.1113,3.1112,11.8613,10,0.5,0.5,0,194
1751,4.0745,train,0.0554,1752,89.9894,90.0117,120.0012,4.8947,4.8944,13.293,30,0.6667,0.3333,0,167
1752,1.7134,train,0.2567,1753,90.0029,89.9996,90.0005,5.3319,9.098,9.7263,40,0.4375,0,0.5625,33
1753,2.3528,train,0.097,1754,89.9997,104.1484,90.0001,24.4989,6.1324,5.9283,80,0.375,0.5,0.125,12
1754,1.2047,train,0.1489,1755,89.9974,90.0005,120.0012,5.4712,5.4707,14.5184,30,0.0833,0.0833,0.8333,167
1755,3.4866,train,0.1347,1756,90.0055,90.0021,90.001,4.987,8.5565,9.1881,40,0.875,0,0.125,33
1756,0.9689,train,0.0618,1757,90.0012,90.001,89.9983,10.1518,10.1518,10.152,80,0,0.1562,0.8438,206
1757,0.6486,train,0.1926,1758,90.0186,89.9791,119.9841,7.0991,7.0984,25.346,80,0,0.0312,0.9688,194
1758,1.2056,train,0.2873,1759,90.0021,89.9985,90.0004,5.4305,9.2528,9.88,40,0.3125,0,0.6875,33
1759,2.3195,train,0.0589,1760,89.9976,90.0019,90.002,10.1861,8.7506,9.3683,80,0.125,0.875,0,33
1760,2.1017,train,0.1003,1761,89.9998,104.4912,90.0001,24.4659,6.2023,6.0565,80,0.375,0.375,0.25,12
1761,2.2007,train,0.1203,1762,89.9997,104.5965,90.0001,24.3927,6.202,6.0758,80,0.4375,0.2812,0.2812,12
1762,3.5276,train,0.0622,1763,89.9938,90.0075,120.0007,4.9566,4.9562,13.4178,30,0.4167,0.5833,0,167
1763,2.7689,train,0.2016,1764,90.0028,90.0033,89.9976,9.3342,9.3338,9.3339,80,0.5625,0.25,0.1875,206
1764,1.2822,train,0.17,1765,90.0018,90.0019,89.9978,9.8515,9.8514,9.8515,80,0.1875,0.2188,0.5938,206
1765,0.8459,train,0.28,1766,89.992,90.0062,119.9968,5.9804,5.9801,14.6404,40,0.25,0.5625,0.1875,227
1766,0.6802,train,0.3187,1767,98.2599,97.1958,30.3191,10.6795,6.1454,15.2683,40,0.3125,0.0625,0.625,227
1767,0.7418,train,0.2741,1768,90.0194,90.0018,119.9885,6.8233,6.8228,24.8119,80,0.2812,0,0.7188,194
1768,2.6021,train,0.0413,1769,89.9997,103.7911,90.0002,12.2659,3.0312,5.8004,20,0.375,0.625,0,12
1769,1.5383,train,0.3391,1770,90.0147,90.0124,119.9961,6.4484,6.448,24.0941,80,0.5938,0.0625,0.3438,194
1770,3.4187,train,0.071,1771,89.9938,90.0075,120.0007,4.9566,4.9562,13.4178,30,0.4167,0.5833,0,167
1771,2.4366,train,0.2341,1772,90.0172,89.9994,119.9997,6.252,6.252,23.7931,80,0.4062,0.5938,0,194
1772,1.1885,train,0.2506,1773,90.0017,89.9979,90.0004,5.4797,9.3301,9.9569,40,0.25,0,0.75,33
1773,1.8197,train,0.1178,1774,89.9999,104.4479,90.0001,24.5958,6.2379,6.082,80,0.25,0.5,0.25,12
1774,2.6323,train,0.1841,1775,90.0034,90.0037,89.9967,9.3458,9.3454,9.3454,80,0.4688,0.375,0.1562,206
1775,1.8113,train,0.224,1776,90.0019,90.0023,89.998,9.6344,9.6342,9.6343,80,0.375,0.1875,0.4375,206
1776,2.3521,train,0.3809,1777,90.0127,90.0086,120.0009,6.2624,6.262,23.7356,80,0.75,0.0938,0.1562,194
1777,1.7998,train,0.2203,1778,90.0048,90.004,119.994,6.4483,6.4482,24.1821,80,0.1562,0.6875,0.1562,194
1778,3.1609,train,0.1091,1779,90.0047,90.0046,89.9954,9.2204,9.22,9.2199,80,0.4375,0.5625,0,206
1779,3.1532,train,0.1075,1780,90.0047,90.0046,89.9954,9.2204,9.22,9.2199,80,0.4375,0.5625,0,206
1780,2.4325,train,0.3184,1781,89.9929,90.0076,120.0013,5.1087,5.1084,13.7499,30,0.5,0.1667,0.3333,167
1781,3.7939,train,0.1958,1782,90.0099,90.0003,120.0058,6.1007,6.1003,23.4176,80,0.9062,0.0938,0,194
1782,3.7204,train,0.0655,1783,89.9923,90.0089,120.0009,4.936,4.9356,13.3762,30,0.5,0.5,0,167
1783,1.9785,train,0.2363,1784,90.0034,90.0005,90.0006,10.4814,8.9557,9.5844,80,0.5312,0.0312,0.4375,33
1784,3.2915,train,0.0668,1785,89.9952,90.0061,120.0005,4.9772,4.9768,13.4593,30,0.3333,0.6667,0,167
1785,1.817,train,0.3437,1786,95.3405,94.6471,30.2148,10.2359,5.8895,14.5509,40,0.5,0.25,0.25,227
1786,1.6712,train,0.3996,1787,90.0001,89.9967,120.0005,5.9433,5.9434,14.6025,40,0.6875,0,0.3125,227
1787,0.8648,train,0.1251,1788,90.0102,89.9856,119.9852,6.9838,6.9832,25.1446,80,0,0.1875,0.8125,194
1788,1.1251,train,0.3761,1789,90.0069,90.0025,119.9914,6.5994,6.5991,24.44,80,0.1875,0.4375,0.375,194
1789,4.1075,train,0.0951,1790,90.0055,90.0023,90.0012,9.8901,8.4916,9.1232,80,0.9062,0.0312,0.0625,33
1790,2.7804,train,0.2022,1791,90.0029,90.0034,89.9974,9.3473,9.3469,9.347,80,0.5312,0.2812,0.1875,206
1791,1.9132,train,0.1201,1792,89.9997,104.5965,90.0001,24.3927,6.202,6.0758,80,0.4375,0.2812,0.2812,12
1792,0.9185,train,0.3487,1793,90.0041,90.0011,119.9904,6.6429,6.6426,24.5273,80,0.125,0.4688,0.4062,194
1793,0.8761,train,0.1365,1794,89.9994,89.9967,90,5.5728,9.4822,10.1054,40,0,0.1875,0.8125,33
1794,1.6164,train,0.1439,1795,89.9947,90.0054,119.9916,6.5234,6.5234,24.3401,80,0,0.8125,0.1875,194
1795,0.9518,train,0.1453,1796,89.9992,89.9972,90,5.5382,9.4298,10.0524,40,0,0.25,0.75,33
1796,3.2055,train,0.0774,1797,89.9952,90.0061,120.0005,4.9772,4.9768,13.4593,30,0.3333,0.6667,0,167
1797,4.53,train,0.0866,1798,90.0029,90.0038,89.9985,9.0371,9.0364,9.0366,80,0.875,0.125,0,206
1798,1.7838,train,0.1912,1799,90.0029,90.0029,89.9965,9.6445,9.6443,9.6443,80,0.2188,0.4062,0.375,206
1799,3.7026,train,0.0654,1800,89.9923,90.0089,120.0009,4.936,4.9356,13.3762,30,0.5,0.5,0,167
1800,0.9876,train,0.0542,1801,90.0012,90.001,89.9983,10.1518,10.1518,10.152,80,0,0.1562,0.8438,206
1801,3.2378,train,0.1733,1802,89.9901,90.0106,120.0015,5.0243,5.024,13.5733,30,0.6667,0.0833,0.25,167
1802,2.7835,train,0.2406,1803,90.0189,89.9983,120.0013,6.2128,6.2127,23.6991,80,0.5312,0.4688,0,194
1803,1.0618,train,0.3247,1804,90.7744,90.8976,30.2899,10.0584,5.8243,14.3376,40,0.6875,0.125,0.1875,227
1804,3.2443,train,0.1428,1805,92.5185,92.2888,30.1492,9.8735,5.6914,13.9587,40,0.75,0.25,0,227
1805,1.0088,train,0.1956,1806,99.2078,97.7281,30.2454,10.7409,6.1553,15.3995,40,0,0.5,0.5,227
1806,4.1088,train,0.0924,1807,90.0034,90.0041,89.9976,9.0894,9.0888,9.089,80,0.75,0.25,0,206
1807,0.953,train,0.0505,1808,90.0007,90.0007,89.9989,10.1941,10.1941,10.1943,80,0.0312,0.0625,0.9062,206
1808,1.699,train,0.1321,1809,90,104.0611,90.0001,12.3794,3.1017,5.9795,20,0.125,0.75,0.125,12
1809,3.7727,train,0.0592,1810,89.9923,90.0089,120.0009,4.936,4.9356,13.3762,30,0.5,0.5,0,167
1810,3.7411,train,0.2033,1811,90.0089,90.003,120.0051,6.1239,6.1235,23.4577,80,0.9062,0.0625,0.0312,194
1811,3.3411,train,0.1635,1812,89.9914,90.0095,120.0013,5.0017,5.0014,13.5215,30,0.5833,0.25,0.1667,167
